link,price,code,Fabric Type,Neckline,Collection,Trouser,Sleeves,Embellishment,Color,Size,Shirt,Dupatta
https://www.junaidjamshed.com/multicolor-jacquard-kurti-jjlk-s-jss-23-448.html,pkr 4 210.00,JJLK-S-JSS-23-448,jacquard,boat  neck  striped  white  gray  plain  solid,jacquard  shirt  festive  collection  lady  kurti  casual,,open  sleeve  long  short  black  striped  white,,multicolor  black  gray  blue  white,,straight  solid  striped  stripe  plain  checkered  short  long  medium  yes  tall  dress  blue  cotton  button  length,
https://www.junaidjamshed.com/rust-lawn-stitched-3pc-jlawn-s-24-385.html,pkr 14 050.00,JLAWN-S-24-385,lawn,round  neckline  slit  opening  striped  solid  white  unknown  plain,festive  collection  piece  stitched,dyed  straight  trouser  striped  stripe  solid  plain  floral  short  long  dress  skirt  full,printed  sleeve  striped  long  short  red  plaid,hand  embellishment  front  dupatta,rust  red  orange  white  striped  brown  blue  yellow,,printed  front  floral  striped  stripe  flower  paisley  back  classic  kurta  panel  short  long  medium  tall  cotton  dress  blue  unknown  long,striped  stripe  floral  flower  polka  dot
https://www.junaidjamshed.com/multicolor-lawn-unstitched-3pc-jlawn-s-24-262.html,pkr 6 150.00,JLAWN-S-24-262,lawn  silk,striped  solid  unknown  white  plaid,spring  summer  collection  lawn  shirt  silk  dupatta  unstitched  piece,meter  polka  dot  checkered  striped  solid  dress  long  short  slack  striped,striped  plaid  solid  plain  checkered,,multicolor  purple  black  white  brown  plaid  gray  blue  pink  blue,3 piece,polka  dot  striped  checkered cotton  dress  unknown  blue,polka  dot  paisley  checkered
https://www.junaidjamshed.com/off-white-paper-cotton-kurti-jjlk-s-jss-24-421.html,pkr 7 690.00,JJLK-S-JSS-24-421,paper  cotton  coton,round  neck  striped  plain  white  solid  dress,festive  collection  lady  kurti  semi  formal,,embroidered  long  short  striped  white  plain,hand  embellished  button,white  blue  gray  pink  purple,,embroidered  floral  plain  solid  striped  flower  straight  shirt  short  long  medium  yes  dress  blue  cotton  unknown  white  length,
https://www.junaidjamshed.com/off-white-lawn-3pc-stitched-jlawn-s-23-212.html,pkr 16 850.00,JLAWN-S-23-212,yoke  panel  corner  neckline  cut  embellishment  length  tassel  style  trouser  opening  crushed  slit  kingri  inner  gota  wear  long  finishing  shirt  casual  front  daaman  lace  sleeve  printed  lawn  straight  type  dupatta  fabric  foil  open  chiffon,white  striped  plain  dress  solid,festive  collection  piece  stitched,solid  plain  floral  striped  patterned  short  long  straight  dress  skirt  plain,short  long  white  black  striped,,white  blue  gray  brown  tan  black  beige  yellow,,solid  floral  plain  paisley  striped long  short  medium  tall  dress  blue  cotton  white  button,floral  solid  plain  flower  paisley
https://www.junaidjamshed.com/multicolor-lawn-kurti-jjlk-w-jws-22-3068.html,pkr 9 490.00,JJLK-W-JWS-22-3068,lawn,magzi  striped  floral  plain  white  solid,semi  formal  shirt  festive  collection  lady  kurti  shirt,,floral  short  long  white  red,tassel  front  opening,multicolor  floral  red  white  pink  flower,,angrakha  floral  solid  flower  paisley short  long  medium  yes  dress  cotton  unknown  know  long,
https://www.junaidjamshed.com/blue-unstitched-3pc-jjls-w-jwu-23-1805.html,pkr 5 840.00,JJLS-W-JWU-23-1805,jacquard  jacquard,,winter  collection  jacquard  shirt  dupatta  unstitched  piece,meter,,,blue,3 piece,,
https://www.junaidjamshed.com/blue-unstitched-3pc-jjls-w-jw-23-1715.html,pkr 6 460.00,JJLS-W-JW-23-1715,karandi  jacquard  jacquard,striped  solid  plain  blue  long,winter  collection  jacquard  shirt  dupatta  unstitched  piece,meter  solid  plain  striped  stripe  jean  dress  long  short  jean,solid  plain  striped  stripe  plaid,,blue  red  teal  black  white  gray  brown  green  orange,3 piece,solid  plain  striped  floral  stripe blue  dress  cotton  unknown  polo,solid  plain  floral  paisley  stripe
https://www.junaidjamshed.com/multicolor-lawn-unstitched-1pc-jlawn-s-jsu-24-923.html,pkr 1 530.00,JLAWN-S-JSU-24-923,lawn,,festive  collection  unstitched  piece,,long  white  short  plaid  striped,,multicolor  floral  pink  blue  white  flower,1 piece,floral  flower  solid  plain dress  cotton  button  blue  white,
https://www.junaidjamshed.com/red-jacquard-2pc-stitched-jjpw-s-jps-22-3923.html,pkr 13 690.00,JJPW-S-JPS-22-3923,jacquard,embroidered  semi  formal  shirt  trouser  wear  type  neckline  magzi  style  cut  loose  length  medium  striped  solid  dress  plain  white,winter  collection  piece  stitched,solid  striped  floral  plain  dress  short  long  skirt  neither,short  long  striped  red  solid,,red  orange  striped  pink  white  blue  black  gray,,striped  solid  stripe  plaid  checkered long  short  medium  yes  dress  cotton  tank  top  unknown,
https://www.junaidjamshed.com/pink-plain-kurti-jjlk-s-jss-23-396.html,pkr 4 950.00,JJLK-S-JSS-23-396,khaddi  plain  fabric,egg  boat  neck  plain  long  striped  white  solid,hand  woven  shirt  festive  collection  lady  kurti  casual,,straight  sleeve  long  short  white  striped  plain,dori  tassel,pink  green  gray  blue  teal,,straight  solid  plain  striped  plaid  floral  long  short  medium  tall  yes  dress  cotton  blue  button  polo  length,
https://www.junaidjamshed.com/violet-unstitched-3-piece-jjls-s-jpus-23-530.html,pkr 10 530.00,JJLS-S-JPUS-23-530,cambric,striped  white  plain  unknown  blue,special  edition  unstitched  piece,meter  floral  striped  solid  jean  plain  long  short  dress  striped,striped  plain  solid  floral  stripe,,violet  blue  purple  black  green  white  gray  gray,3 piece,floral  striped  stripe  flower  paisley dress  blue  cotton  unknown,floral  paisley  flower  purple
https://www.junaidjamshed.com/blue-unstitched-3pc-jjls-w-jfu-23-711.html,pkr 12 310.00,JJLS-W-JFU-23-711,organza  chiffon,striped  blue  dress  unknown  white,winter  collection  organza  shirt  chiffon  dupatta  unstitched  piece,solid  striped  plain  checkered  blue  dress  long  short  jean  blue,solid  striped  plain  stripe  plaid,,blue  white  black  gray  green  brown  red,3 piece,solid  striped  floral  paisley  stripe blue  dress  cotton  unknown  button,polka  dot  paisley  floral  solid  dot
https://www.junaidjamshed.com/beige-cambric-unstitched-3pc-jlawn-s-24-171.html,pkr 8 200.00,JLAWN-S-24-171,lawn  schiffli,white  striped  long  dress  plain,festive  collection  lawn  shirt  trouser  unstitched  piece,meter  plain  floral  solid  patterned  dress  short  long  slack  black,solid  plain  floral  striped  flower,,beige  white  gray  blue  tan  black  brown  orange  red  pink  peach,3 piece,plain  floral  solid  striped  paisley  meter dress  cotton  white  blue  button,floral  flower  paisley  unknown
https://www.junaidjamshed.com/green-kurti-jjlk-s-jpws-23-3086.html,pkr 2 050.00,JJLK-S-JPWS-23-3086,cambric,shirt  collar  slit  opening  striped  white  plain  solid  unknown,dyed  cambric  shirt  limited  edition  lady  kurti  casual,,plain  dyed  sleeve  cuff  long  short  white  open  gray,button  neckline,green  white  gray  purple  blue,,plain  dyed  front  solid  floral  plaid  striped  back  classic  fit  short  long  medium  tall  yes  cotton  blue  dress  unknown  white  long,
https://www.junaidjamshed.com/yellow-khaddi-kurti-jjlk-w-jws-23-3015.html,pkr 4 100.00,JJLK-W-JWS-23-3015,khaddi  jacquard,solid  striped  plain  unknown  white,embroidered  shirt  winter  collection  lady  kurti  casual,,straight  long  short  striped  solid  black,tassel  buttoning,yellow  white  blue  orange  pink,,straight  solid  plain  striped  stripe  floral  short  long  medium  tall  dress  cotton  blue  button,
https://www.junaidjamshed.com/beige-lawn-3pc-stitched-jlawn-s-23-060.html,pkr 12 330.00,JLAWN-S-23-060,lawn,round  neck  plain  striped  solid  white  long,heavy  embroidered  gold  mill  print  lawn  shirt  dyed  trouser  basic  dupatta  spring  summer  collection  piece  stitched,straight  solid  plain  striped  dress  short  long  striped,bell  sleeve  long  short  white  plain  solid,tasseling  neckline,beige  gray  white  blue  pink  tan  black  brown  beige,,straight  solid  plain  striped  floral  paisley  long  short  medium  yes  dress  cotton  blue  unknown  white  small  length,solid  plain  floral  striped  pink
https://www.junaidjamshed.com/black-lawn-unstitched-3pc-jlawn-s-23-608.html,pkr 3 380.00,JLAWN-S-23-608,lawn  lawn,white  striped  solid  plain  unknown,limited  edition  lawn  shirt  dupatta  unstitched  piece,meter  solid  floral  paisley  striped  plain  dress  long  cotton  short,solid  floral  plain  plaid  striped,,black  white  brown  red  blue  gray  orange  copper  rust,3 piece,floral  solid  plain  paisley  plaid dress  cotton  unknown  blue  white,floral  paisley  plaid  solid  flower
https://www.junaidjamshed.com/lilac-lawn-unstitched-3pc-jlawn-s-24-073.html,pkr 6 050.00,JLAWN-S-24-073,lawn  lawn,striped  plaid  long  plain  gray,spring  summer  collection  lawn  shirt  dupatta  unstitched  piece,meter  solid  plaid  checkered  striped  plain  long  short  dress  full,plaid  striped  plain  solid  checkered,,lilac  purple  pink  green  plaid  red  blue  black  white  yes,3 piece,plaid  striped  checkered  paisley  floral cotton  blue  sweater,polka  dot  plaid  checkered  paisley  floral
https://www.junaidjamshed.com/grey-lawn-unstitched-2pc-jlawn-s-jst-24-1638-gulbahar-03.html,pkr 3 690.00,JLAWN-S-JST-24-1638 GULBAHAR-03,lawn,,festive  collection  lawn  shirt  trouser  unstitched  piece,meter  solid  striped  stripe  checkered  polka  dot,striped  short  long  white  blue,,grey  blue  white  black  striped  gray,2 piece,polka  dot  striped  stripe  checkered cotton  blue  dress  tie  dye  button,
https://www.junaidjamshed.com/blue-lawn-kurti-jjlk-s-jss-24-376.html,pkr 2 560.00,JJLK-S-JSS-24-376,lawn,round  neck  slit  striped  plain  white  solid  unknown,festive  collection  lady  kurti,,printed  sleeve  side  fabric  insertion  stitch  detail  short  plaid  long  blue  black,embellishment  sleeve  neckline,blue  floral  white,,printed  front  floral  flower  solid  paisley  back  regular  shirt  short  long  medium  tall  blue  dress  cotton  unknown  button  length,
https://www.junaidjamshed.com/blue-cambric-kurti-jjlk-s-jpws-23-3085.html,pkr 2 050.00,JJLK-S-JPWS-23-3085,cambric,band  collar  slit  opening  striped  solid  blue  unknown  white,dyed  cambric  shirt  midsummer  collection  lady  kurti  casual,,plain  dyed  sleeve  contrast  stitching  detailing  long  blue  short  open  black,,blue  white  black  navy,,plain  dyed  front  contrast  stitching  detailing  solid  striped  stripe  plaid  back  drop  shoulder  short  long  medium  yes  blue  dress  polo  button  unknown  long,
https://www.junaidjamshed.com/multicolor-lawn-unstitched-2pc-jlawn-s-jst-24-1628.html,pkr 3 070.00,JLAWN-S-JST-24-1628,lawn,,spring  summer  collection  lawn  shirt  trouser  unstitched  piece,meter  checkered  solid  plain  plaid  polka  dot,short  plaid  striped  long  white,,multicolor  white  blue  gray  checkered  plaid  black,2 piece,plaid  checkered  striped  plain  solid cotton  dress  blue,
https://www.junaidjamshed.com/maroon-lawn-stitched-3pc-jlawn-s-24-396.html,pkr 8 720.00,JLAWN-S-24-396,lawn,embroidered  neckline  striped  solid  paisley  plaid  unknown,festive  collection  piece  stitched,azaar  solid  floral  black  plain  striped  short  long  straight  dress  wood  long,bell  sleeve  black  long  short  striped  plaid,dori  tassel  neckline,maroon  black  white  gray  red  blue  white,,straight  floral  paisley  checkered  striped  plaid  short  long  medium  yes  cotton  dress  unknown  know  length,floral  paisley  checkered  flower  striped
https://www.junaidjamshed.com/multicolor-lawn-unstitched-1pc-jlawn-s-jsu-24-931.html,pkr 1 530.00,JLAWN-S-JSU-24-931,lawn,,festive  collection  unstitched  piece,,long  short  striped  white  plaid,,multicolor  pink  white  floral  purple  blue,1 piece,floral  flower  plain  solid dress  cotton  blue  white,
https://www.junaidjamshed.com/off-white-lawn-unstitched-3pc-jlawn-s-24-260.html,pkr 6 150.00,JLAWN-S-24-260,lawn  silk,striped  white  plain  solid  plaid,spring  summer  collection  lawn  shirt  silk  dupatta  unstitched  piece,meter  striped  plain  solid  floral  stripe  dress  short  long  neither  english,striped  plaid  plain  solid  stripe,,white  blue  gray  tan  beige  black  khaki  tan,3 piece,striped  floral  plaid  stripe  plain dress  cotton  blue  polo  white,zebra  floral  flower  striped  stripe
https://www.junaidjamshed.com/black-lawn-unstitched-3pc-jlawn-s-24-534.html,pkr 4 410.00,JLAWN-S-24-534,lawn  lawn,striped  solid  white  plain  paisley,monsoon  collection  lawn  shirt  dupatta  unstitched  piece,meter  solid  striped  plain  checkered  floral  dress  short  long  wood,solid  plain  striped  plaid  floral,,black  green  white  blue  teal  gray  white,3 piece,solid  floral  plain  paisley  striped dress  cotton  blue  unknown  sweater,paisley  floral  solid  plaid  checkered
https://www.junaidjamshed.com/lilac-lawn-3pc-stitched-jlawn-s-23-046.html,pkr 12 650.00,JLAWN-S-23-046,lawn,small  round  neckline  button  solid  striped  plain  white  long,emboss  glitter  paste  printed  lawn  shirt  organza  jacquard  dupatta  trouser  spring  summer  collection  piece  stitched,straight  pant  lace  solid  plain  striped  cotton  checkered  short  long  full  cold  dress  skirt,full  sleeve  button  detail  long  short  white  striped  black,lace  button,lilac  gray  blue  pink  white  red  brown  black  teal  green,,straight  lace  detail  solid  plain  paisley  striped  stripe  long  short  medium  yes  tall  cotton  dress  blue  white  unknown  long,solid  paisley  plain  floral  striped
https://www.junaidjamshed.com/teal-textured-kurti-jjlk-s-jss-24-434.html,pkr 6 150.00,JJLK-S-JSS-24-434,textured,round  neck  front  placket  plaid  striped  white  solid  long,festive  collection  lady  kurti,,loose  long  plaid  short  red  cold,tassel  sleeve,teal  blue  red  plaid  green,,plaid  floral  striped  flower  checkered  classic  kurta  long  short  medium  yes  blue  dress  cotton  unknown  polo  medium,
https://www.junaidjamshed.com/cream-lawn-unstitched-3pc-jlawn-s-24-167.html,pkr 5 120.00,JLAWN-S-24-167,lawn  chiffon,striped  white  bowtie  plain  unknown,festive  collection  lawn  shirt  chiffon  dupatta  unstitched  piece,meter  floral  solid  plaid  checkered  striped  jean  dress  full  short  long,plaid  floral  solid  plain  striped,,cream  yellow  white  blue  green  gray  tan  khaki  black  purple  green,3 piece,floral  plaid  paisley  checkered  solid dress  cotton  blue  unknown  striped,floral  flower  paisley  checkered  plaid
https://www.junaidjamshed.com/off-white-raw-silk-3pc-stitched-jjpw-s-jps-22-3907.html,pkr 26 330.00,JJPW-S-JPS-22-3907,silk  raw,boat  neck  striped  solid  white  unknown  plain,festive  collection  piece  stitched  formal,plaid  striped  solid  checkered  red  short  long  straight  dress  skirt  plaid,screen  printed  sleeve  short  long  plaid  white  striped,hand  embellished,white  floral  striped  orange  pink  red  blue  black  brown  tan,,screen  printed  hand  embellished  front  floral  striped  plaid  checkered  paisley  back  straight  kurta  cut  long  short  medium  yes  dress  cotton  blue  white  unknown  medium,plaid  checkered  paisley  floral  striped
